reference_predicted_price,item_name,item_wear,item_is_stattrak,item_rarity,item_quality,item_float_value,item_paint_index
13747,★ Kukri Knife | Case Hardened (Minimal Wear),Minimal Wear,False,6,3,0.12136596441268921,44
13747,★ Kukri Knife | Case Hardened (Minimal Wear),Minimal Wear,False,6,3,0.11775538325309753,44
10082,★ Falchion Knife | Lore (Field-Tested),Field-Tested,False,6,3,0.2671523690223694,1106
20487,★ Classic Knife | Slaughter (Factory New),Factory New,False,6,3,0.0651760995388031,59
12560,★ Stiletto Knife | Rust Coat (Battle-Scarred),Battle-Scarred,False,6,3,0.5334550142288208,414
7546,★ Kukri Knife | Stained (Battle-Scarred),Battle-Scarred,False,6,3,0.9431697130203247,43
17765,★ Skeleton Knife | Ultraviolet (Battle-Scarred),Battle-Scarred,False,6,3,0.6268576979637146,98
41673,★ Flip Knife | Gamma Doppler (Factory New),Factory New,False,6,3,0.02607925795018673,572
8778,★ Bowie Knife | Autotronic (Field-Tested),Field-Tested,False,6,3,0.30857759714126587,1114
128739,★ Butterfly Knife | Slaughter (Minimal Wear),Minimal Wear,False,6,3,0.11369968205690384,59
228199,★ Butterfly Knife | Gamma Doppler (Factory New),Factory New,False,6,3,0.022238342091441154,571
5311,★ Paracord Knife | Forest DDPAT (Field-Tested),Field-Tested,False,6,3,0.2894694209098816,5
96277,★ StatTrak™ Talon Knife | Doppler (Factory New),Factory New,True,6,3,0.02676200307905674,854
276850,★ Karambit | Gamma Doppler (Factory New),Factory New,False,6,3,0.03252164646983147,569
29738,★ Classic Knife | Fade (Factory New),Factory New,False,6,3,0.013367733918130398,38
11737,★ Falchion Knife | Autotronic (Minimal Wear),Minimal Wear,False,6,3,0.08307096362113953,1116
7001,★ Falchion Knife | Bright Water (Field-Tested),Field-Tested,False,6,3,0.2658531069755554,579
22797,★ Nomad Knife | Tiger Tooth (Factory New),Factory New,False,6,3,0.014340562745928764,409
29519,★ Skeleton Knife,Factory New,False,6,3,0.0,0
6619,★ Huntsman Knife | Boreal Forest (Field-Tested),Field-Tested,False,6,3,0.15125402808189392,77
6979,★ Paracord Knife,Well-Worn,False,6,3,0.3912135660648346,0
7216,★ Paracord Knife | Ultraviolet (Field-Tested),Field-Tested,False,6,3,0.26865893602371216,621
7507,★ Navaja Knife | Tiger Tooth (Factory New),Factory New,False,6,3,0.008075890131294727,409
8087,★ Shadow Daggers | Tiger Tooth (Factory New),Factory New,False,6,3,0.03208534047007561,409
8914,★ Bowie Knife | Lore (Field-Tested),Field-Tested,False,6,3,0.36775636672973633,1104
8960,★ Huntsman Knife | Damascus Steel (Field-Tested),Field-Tested,False,6,3,0.22743014991283417,411
9582,★ Nomad Knife | Night Stripe (Field-Tested),Field-Tested,False,6,3,0.1974494904279709,735
10335,★ Ursus Knife,Minimal Wear,False,6,3,0.12352326512336731,0
11196,★ Shadow Daggers | Gamma Doppler (Factory New),Factory New,False,6,3,0.0069098579697310925,572
12667,★ Stiletto Knife | Rust Coat (Battle-Scarred),Battle-Scarred,False,6,3,0.6301167011260986,414
14388,★ Bowie Knife | Tiger Tooth (Factory New),Factory New,False,6,3,0.028645643964409828,409
16329,★ Huntsman Knife | Tiger Tooth (Factory New),Factory New,False,6,3,0.011867520399391651,409
17436,★ Paracord Knife | Fade (Factory New),Factory New,False,6,3,0.0331796370446682,38
40202,★ Skeleton Knife | Slaughter (Minimal Wear),Minimal Wear,False,6,3,0.08513063192367554,59
23955,★ Huntsman Knife | Gamma Doppler (Factory New),Factory New,False,6,3,0.010806274600327015,569
17163,★ Nomad Knife,Battle-Scarred,False,6,3,0.5797964930534363,0
138990,★ Karambit | Doppler (Factory New),Factory New,False,6,3,0.024566492065787315,420
16663,★ Bayonet | Freehand (Field-Tested),Field-Tested,False,6,3,0.17072570323944092,580
29401,★ Classic Knife | Fade (Factory New),Factory New,False,6,3,0.014835001900792122,38
240548,★ Butterfly Knife | Gamma Doppler (Factory New),Factory New,False,6,3,0.010172287933528423,569
85049,★ Talon Knife | Doppler (Factory New),Factory New,False,6,3,0.007919859141111374,852
46046,★ Nomad Knife | Doppler (Factory New),Factory New,False,6,3,0.03194461390376091,421
25098,★ Stiletto Knife | Boreal Forest (Factory New),Factory New,False,6,3,0.0677335262298584,77
21414,★ Bowie Knife | Gamma Doppler (Factory New),Factory New,False,6,3,0.03451111540198326,572
5675,★ Kukri Knife | Forest DDPAT (Field-Tested),Field-Tested,False,6,3,0.27381032705307007,5
19443,★ Falchion Knife | Marble Fade (Factory New),Factory New,False,6,3,0.01188101526349783,413
47872,★ Talon Knife | Case Hardened (Minimal Wear),Minimal Wear,False,6,3,0.13180041313171387,44
636134,★ M9 Bayonet | Doppler (Factory New),Factory New,False,6,3,0.02283007837831974,416
15719,★ StatTrak™ Nomad Knife | Blue Steel (Field-Tested),Field-Tested,True,6,3,0.2959916591644287,42
114525,★ Talon Knife | Doppler (Factory New),Factory New,False,6,3,0.011029011569917202,853
6221,★ Falchion Knife | Rust Coat (Battle-Scarred),Battle-Scarred,False,6,3,0.5131565928459167,414
11955,★ Nomad Knife | Stained (Well-Worn),Well-Worn,False,6,3,0.4167315661907196,43
27511,★ Kukri Knife | Fade (Factory New),Factory New,False,6,3,0.024802502244710922,38
16379,★ Bayonet | Freehand (Field-Tested),Field-Tested,False,6,3,0.20485767722129822,580
43944,★ Karambit | Rust Coat (Battle-Scarred),Battle-Scarred,False,6,3,0.5780338048934937,414
15978,★ Bayonet | Stained (Field-Tested),Field-Tested,False,6,3,0.18968477845191956,43
63077,★ Butterfly Knife | Freehand (Minimal Wear),Minimal Wear,False,6,3,0.10053057968616486,581
68216,★ Bayonet | Gamma Doppler (Factory New),Factory New,False,6,3,0.03249553591012955,570
20099,★ StatTrak™ Kukri Knife | Slaughter (Factory New),Factory New,True,6,3,0.05080170929431915,59
12608,★ Stiletto Knife | Rust Coat (Battle-Scarred),Battle-Scarred,False,6,3,0.5869717597961426,414
6589,★ Falchion Knife | Black Laminate (Field-Tested),Field-Tested,False,6,3,0.26156964898109436,1111
20775,★ StatTrak™ Stiletto Knife,Field-Tested,True,6,3,0.2786787748336792,0
46802,★ M9 Bayonet | Case Hardened (Well-Worn),Well-Worn,False,6,3,0.40486693382263184,44
9383,★ Huntsman Knife | Stained (Well-Worn),Well-Worn,False,6,3,0.44643765687942505,43
72494,★ Karambit | Black Laminate (Minimal Wear),Minimal Wear,False,6,3,0.10793955624103546,566
235958,★ Butterfly Knife | Gamma Doppler (Factory New),Factory New,False,6,3,0.024061240255832672,569
21887,★ Bowie Knife | Gamma Doppler (Factory New),Factory New,False,6,3,0.009126008488237858,572
25734,★ Bayonet | Autotronic (Battle-Scarred),Battle-Scarred,False,6,3,0.4720918536186218,573
32811,★ Bowie Knife | Doppler (Factory New),Factory New,False,6,3,0.010932873003184795,421
26315,★ Falchion Knife | Fade (Minimal Wear),Minimal Wear,False,6,3,0.07619905471801758,38
10983,★ Skeleton Knife | Safari Mesh (Battle-Scarred),Battle-Scarred,False,6,3,0.7478914856910706,72
69700,★ Bayonet | Gamma Doppler (Factory New),Factory New,False,6,3,0.009436280466616154,570
71121,★ Skeleton Knife | Doppler (Factory New),Factory New,False,6,3,0.024366874247789383,418
14467,★ Survival Knife | Marble Fade (Factory New),Factory New,False,6,3,0.022278862074017525,413
49178,★ Karambit | Ultraviolet (Field-Tested),Field-Tested,False,6,3,0.1653856784105301,98
5999,★ Kukri Knife | Urban Masked (Field-Tested),Field-Tested,False,6,3,0.16528964042663574,143
5784,★ Shadow Daggers | Lore (Field-Tested),Field-Tested,False,6,3,0.3326430320739746,1108
34647,★ Stiletto Knife | Slaughter (Minimal Wear),Minimal Wear,False,6,3,0.10979748517274857,59
47361,★ M9 Bayonet | Black Laminate (Battle-Scarred),Battle-Scarred,False,6,3,0.9773379564285278,567
40013,★ Bayonet | Doppler (Factory New),Factory New,False,6,3,0.03526484966278076,420
72162,★ Butterfly Knife | Crimson Web (Field-Tested),Field-Tested,False,6,3,0.21814599633216858,12
5327,★ Survival Knife | Rust Coat (Battle-Scarred),Battle-Scarred,False,6,3,0.536408543586731,414
24374,★ Huntsman Knife | Gamma Doppler (Factory New),Factory New,False,6,3,0.016395937651395798,571
21917,★ Skeleton Knife | Damascus Steel (Minimal Wear),Minimal Wear,False,6,3,0.1008356437087059,410
15757,★ Falchion Knife | Tiger Tooth (Factory New),Factory New,False,6,3,0.011277587153017521,409
5448,★ Shadow Daggers | Autotronic (Field-Tested),Field-Tested,False,6,3,0.3689705729484558,1118
57791,★ Butterfly Knife | Freehand (Field-Tested),Field-Tested,False,6,3,0.1945238709449768,581
6979,★ Huntsman Knife | Black Laminate (Well-Worn),Well-Worn,False,6,3,0.3975577652454376,1112
33821,★ Huntsman Knife | Doppler (Factory New),Factory New,False,6,3,0.011411272920668125,421
47623,★ Flip Knife | Doppler (Factory New),Factory New,False,6,3,0.0005529202171601355,419
31706,★ StatTrak™ Shadow Daggers | Gamma Doppler (Factory New),Factory New,True,6,3,0.01456497423350811,568
8101,★ Classic Knife | Urban Masked (Field-Tested),Field-Tested,False,6,3,0.2905566692352295,143
54125,★ M9 Bayonet | Case Hardened (Minimal Wear),Minimal Wear,False,6,3,0.13463462889194489,44
5261,★ Navaja Knife | Ultraviolet (Battle-Scarred),Battle-Scarred,False,6,3,0.5324355363845825,98
17946,★ Paracord Knife | Fade (Factory New),Factory New,False,6,3,0.033951230347156525,38
152013,★ Butterfly Knife | Marble Fade (Minimal Wear),Minimal Wear,False,6,3,0.07378432899713516,413
32344,★ Falchion Knife | Doppler (Factory New),Factory New,False,6,3,0.01372652966529131,418
5675,★ Navaja Knife,Field-Tested,False,6,3,0.15074412524700165,0
15009,★ Stiletto Knife | Ultraviolet (Field-Tested),Field-Tested,False,6,3,0.3580363988876343,98
9662,★ Huntsman Knife | Damascus Steel (Minimal Wear),Minimal Wear,False,6,3,0.08663753420114517,411
22057,★ Paracord Knife | Doppler (Factory New),Factory New,False,6,3,0.031769752502441406,420
9851,★ Survival Knife | Case Hardened (Field-Tested),Field-Tested,False,6,3,0.2899927496910095,44
30912,★ StatTrak™ Talon Knife | Damascus Steel (Minimal Wear),Minimal Wear,True,6,3,0.09301802515983582,858
86528,★ Talon Knife | Fade (Factory New),Factory New,False,6,3,0.02934250235557556,38
275371,★ Karambit | Gamma Doppler (Factory New),Factory New,False,6,3,0.06199032813310623,569
9851,★ Survival Knife | Case Hardened (Field-Tested),Field-Tested,False,6,3,0.3607498109340668,44
6818,★ Shadow Daggers | Freehand (Factory New),Factory New,False,6,3,0.06534811854362488,581
11443,★ Stiletto Knife | Boreal Forest (Field-Tested),Field-Tested,False,6,3,0.2439107894897461,77
30110,★ Stiletto Knife | Marble Fade (Factory New),Factory New,False,6,3,0.02716706693172455,413
109474,★ Ursus Knife | Crimson Web (Factory New),Factory New,False,6,3,0.060166388750076294,12
18720,★ Paracord Knife | Fade (Factory New),Factory New,False,6,3,0.023685578256845474,38
6927,★ Huntsman Knife | Black Laminate (Field-Tested),Field-Tested,False,6,3,0.272563636302948,1112
11497,★ Flip Knife | Black Laminate (Well-Worn),Well-Worn,False,6,3,0.3945332467556,564
19824,★ Skeleton Knife | Ultraviolet (Field-Tested),Field-Tested,False,6,3,0.2886032462120056,98
34718,★ M9 Bayonet | Rust Coat (Battle-Scarred),Battle-Scarred,False,6,3,0.5593928098678589,414
28018,★ StatTrak™ M9 Bayonet | Boreal Forest (Battle-Scarred),Battle-Scarred,True,6,3,0.4608806371688843,77
10648,★ StatTrak™ Falchion Knife | Scorched (Minimal Wear),Minimal Wear,True,6,3,0.12462179362773895,175
29243,★ Falchion Knife | Doppler (Factory New),Factory New,False,6,3,0.00688237464055419,420
28881,★ Falchion Knife | Doppler (Factory New),Factory New,False,6,3,0.00986810028553009,420
13485,★ Huntsman Knife,Battle-Scarred,False,6,3,0.5676645040512085,0
5987,★ Falchion Knife | Safari Mesh (Field-Tested),Field-Tested,False,6,3,0.2043946087360382,72
10255,★ Paracord Knife | Case Hardened (Field-Tested),Field-Tested,False,6,3,0.28559619188308716,44
9098,★ Nomad Knife | Boreal Forest (Minimal Wear),Minimal Wear,False,6,3,0.12663580477237701,77
10643,★ StatTrak™ Bowie Knife | Freehand (Minimal Wear),Minimal Wear,True,6,3,0.13126474618911743,581
56495,★ Bayonet | Doppler (Factory New),Factory New,False,6,3,0.023756222799420357,419
6078,★ Huntsman Knife | Safari Mesh (Battle-Scarred),Battle-Scarred,False,6,3,0.7826341986656189,72
43433,★ M9 Bayonet | Freehand (Factory New),Factory New,False,6,3,0.04710221663117409,581
82949,★ Butterfly Knife | Ultraviolet (Minimal Wear),Minimal Wear,False,6,3,0.14914774894714355,98
6803,★ Paracord Knife | Boreal Forest (Minimal Wear),Minimal Wear,False,6,3,0.14303426444530487,77
10947,★ Skeleton Knife | Safari Mesh (Well-Worn),Well-Worn,False,6,3,0.42058783769607544,72
43671,★ Stiletto Knife | Fade (Factory New),Factory New,False,6,3,0.019344765692949295,38
70998,★ Butterfly Knife | Case Hardened (Field-Tested),Field-Tested,False,6,3,0.37318021059036255,44
30465,★ Flip Knife | Doppler (Factory New),Factory New,False,6,3,0.03524075448513031,420
32038,★ M9 Bayonet | Urban Masked (Battle-Scarred),Battle-Scarred,False,6,3,0.557577908039093,143
397204,★ Karambit | Gamma Doppler (Factory New),Factory New,False,6,3,0.03595409914851189,570
32734,★ Flip Knife | Doppler (Factory New),Factory New,False,6,3,0.0248882956802845,421
8623,★ Paracord Knife | Damascus Steel (Factory New),Factory New,False,6,3,0.058445800095796585,410
24492,★ Bayonet | Lore (Field-Tested),Field-Tested,False,6,3,0.2665881812572479,558
12722,★ Classic Knife | Case Hardened (Field-Tested),Field-Tested,False,6,3,0.28056347370147705,44
55630,★ Talon Knife | Marble Fade (Factory New),Factory New,False,6,3,0.008041766472160816,856
63222,★ Butterfly Knife | Freehand (Minimal Wear),Minimal Wear,False,6,3,0.0933886468410492,581
20518,★ Stiletto Knife | Damascus Steel (Factory New),Factory New,False,6,3,0.054543063044548035,857
29519,★ Skeleton Knife,Factory New,False,6,3,0.0,0
4888,★ Shadow Daggers | Black Laminate (Field-Tested),Field-Tested,False,6,3,0.19915877282619476,1113
66785,★ Karambit | Black Laminate (Field-Tested),Field-Tested,False,6,3,0.3516787886619568,566
100757,★ M9 Bayonet | Doppler (Factory New),Factory New,False,6,3,0.016957564279437065,420
32115,★ Ursus Knife | Doppler (Factory New),Factory New,False,6,3,0.017323272302746773,419
50163,★ StatTrak™ Karambit | Bright Water (Minimal Wear),Minimal Wear,True,6,3,0.14647263288497925,578
52729,★ Butterfly Knife | Rust Coat (Battle-Scarred),Battle-Scarred,False,6,3,0.4970996677875519,414
112389,★ Butterfly Knife | Lore (Minimal Wear),Minimal Wear,False,6,3,0.09691973030567169,1105
38772,★ Karambit | Urban Masked (Well-Worn),Well-Worn,False,6,3,0.3926939368247986,143
29625,★ Bowie Knife | Doppler (Factory New),Factory New,False,6,3,0.003974072635173798,418
63791,★ Karambit | Crimson Web (Field-Tested),Field-Tested,False,6,3,0.182566836476326,12
4770,★ Shadow Daggers | Bright Water (Field-Tested),Field-Tested,False,6,3,0.34895628690719604,579
83056,★ M9 Bayonet | Marble Fade (Factory New),Factory New,False,6,3,0.033365990966558456,413
20835,★ Flip Knife | Tiger Tooth (Factory New),Factory New,False,6,3,0.026507101953029633,409
5553,★ Kukri Knife | Boreal Forest (Field-Tested),Field-Tested,False,6,3,0.3388770818710327,77
8034,★ Navaja Knife | Slaughter (Field-Tested),Field-Tested,False,6,3,0.19210591912269592,59
82318,★ StatTrak™ Talon Knife | Slaughter (Factory New),Factory New,True,6,3,0.0328499898314476,59
139116,★ Karambit | Doppler (Factory New),Factory New,False,6,3,0.020308252424001694,420
29519,★ Skeleton Knife,Factory New,False,6,3,0.0,0
66945,★ Butterfly Knife | Case Hardened (Well-Worn),Well-Worn,False,6,3,0.40452197194099426,44
38870,★ StatTrak™ Flip Knife | Marble Fade (Factory New),Factory New,True,6,3,0.0003354047948960215,413
54125,★ M9 Bayonet | Case Hardened (Minimal Wear),Minimal Wear,False,6,3,0.08833135664463043,44
6131,★ Huntsman Knife | Bright Water (Field-Tested),Field-Tested,False,6,3,0.21955974400043488,579
124856,★ M9 Bayonet | Doppler (Factory New),Factory New,False,6,3,0.008344318717718124,421
64087,★ Skeleton Knife | Fade (Factory New),Factory New,False,6,3,0.034551192075014114,38
299349,★ StatTrak™ Butterfly Knife | Doppler (Factory New),Factory New,True,6,3,0.02222900092601776,421
9908,★ Falchion Knife | Autotronic (Field-Tested),Field-Tested,False,6,3,0.3608456552028656,1116
22678,★ StatTrak™ Bowie Knife | Tiger Tooth (Factory New),Factory New,True,6,3,0.006436257157474756,409
5502,★ Paracord Knife | Scorched (Field-Tested),Field-Tested,False,6,3,0.1627589911222458,175
62646,★ Butterfly Knife | Bright Water (Factory New),Factory New,False,6,3,0.06800034642219543,579
67919,★ Karambit | Damascus Steel (Factory New),Factory New,False,6,3,0.06163482740521431,410
54539,★ Karambit | Lore (Field-Tested),Field-Tested,False,6,3,0.278780996799469,561
48158,★ StatTrak™ Bayonet | Doppler (Factory New),Factory New,True,6,3,0.05714675411581993,418
81836,★ Talon Knife | Doppler (Factory New),Factory New,False,6,3,0.016246287152171135,854
44186,★ Butterfly Knife | Boreal Forest (Field-Tested),Field-Tested,False,6,3,0.22432729601860046,77
16093,★ Classic Knife | Case Hardened (Minimal Wear),Minimal Wear,False,6,3,0.10849010199308395,44
8520,★ Shadow Daggers | Tiger Tooth (Factory New),Factory New,False,6,3,0.006885614711791277,409
10357,★ Survival Knife | Crimson Web (Field-Tested),Field-Tested,False,6,3,0.16391371190547943,12
19874,★ Talon Knife | Forest DDPAT (Field-Tested),Field-Tested,False,6,3,0.21957381069660187,5
5463,★ Shadow Daggers | Autotronic (Field-Tested),Field-Tested,False,6,3,0.34894829988479614,1118
5329,★ Paracord Knife | Rust Coat (Battle-Scarred),Battle-Scarred,False,6,3,0.4825655221939087,414
85104,★ Butterfly Knife | Ultraviolet (Minimal Wear),Minimal Wear,False,6,3,0.12176360934972763,98
66841,★ Karambit | Black Laminate (Field-Tested),Field-Tested,False,6,3,0.35325565934181213,566
14799,★ Survival Knife | Marble Fade (Factory New),Factory New,False,6,3,0.007309644017368555,413
39583,★ StatTrak™ Nomad Knife | Fade (Factory New),Factory New,True,6,3,0.025184104219079018,38
27255,★ Huntsman Knife | Gamma Doppler (Factory New),Factory New,False,6,3,0.031828999519348145,570
35921,★ Bayonet | Black Laminate (Factory New),Factory New,False,6,3,0.019000813364982605,563
8866,★ Falchion Knife | Bright Water (Factory New),Factory New,False,6,3,0.06631650030612946,579
11806,★ Flip Knife | Damascus Steel (Field-Tested),Field-Tested,False,6,3,0.20155858993530273,410
63099,★ StatTrak™ Butterfly Knife | Freehand (Minimal Wear),Minimal Wear,True,6,3,0.14607301354408264,581
44544,★ Skeleton Knife | Slaughter (Factory New),Factory New,False,6,3,0.049201324582099915,59
11373,★ Falchion Knife | Damascus Steel (Factory New),Factory New,False,6,3,0.042903877794742584,411
120684,★ M9 Bayonet | Doppler (Factory New),Factory New,False,6,3,0.03541514649987221,421
59981,★ Butterfly Knife | Lore (Well-Worn),Well-Worn,False,6,3,0.42213529348373413,1105
56388,★ Karambit | Damascus Steel (Field-Tested),Field-Tested,False,6,3,0.17837972939014435,410
16242,★ Stiletto Knife | Stained (Field-Tested),Field-Tested,False,6,3,0.36970800161361694,43
56910,★ Flip Knife | Gamma Doppler (Factory New),Factory New,False,6,3,0.03383159264922142,569
59427,★ StatTrak™ Talon Knife | Tiger Tooth (Factory New),Factory New,True,6,3,0.03483293578028679,409
8999,★ Nomad Knife | Urban Masked (Well-Worn),Well-Worn,False,6,3,0.39199525117874146,143
22805,★ Nomad Knife | Tiger Tooth (Factory New),Factory New,False,6,3,0.022688519209623337,409
87343,★ M9 Bayonet,Battle-Scarred,False,6,3,0.6612598299980164,0
8806,★ Falchion Knife | Damascus Steel (Field-Tested),Field-Tested,False,6,3,0.20763039588928223,411
59099,★ Flip Knife | Gamma Doppler (Factory New),Factory New,False,6,3,0.01082498487085104,569
10095,★ Paracord Knife | Ultraviolet (Minimal Wear),Minimal Wear,False,6,3,0.14833523333072662,621
13486,★ Gut Knife | Slaughter (Factory New),Factory New,False,6,3,0.01490405946969986,59
20452,★ Bayonet | Black Laminate (Battle-Scarred),Battle-Scarred,False,6,3,0.9995782375335693,563
103174,★ StatTrak™ Butterfly Knife | Lore (Minimal Wear),Minimal Wear,True,6,3,0.13396039605140686,1105
17116,★ StatTrak™ Huntsman Knife | Blue Steel (Field-Tested),Field-Tested,True,6,3,0.3394778370857239,42
10058,★ StatTrak™ Nomad Knife | Rust Coat (Battle-Scarred),Battle-Scarred,True,6,3,0.5167090892791748,414
12873,★ Skeleton Knife | Urban Masked (Field-Tested),Field-Tested,False,6,3,0.35654276609420776,143
165713,★ M9 Bayonet | Doppler (Factory New),Factory New,False,6,3,0.02114269882440567,419
67129,★ Karambit | Blue Steel (Battle-Scarred),Battle-Scarred,False,6,3,0.7983605861663818,42
21096,★ Skeleton Knife | Stained (Minimal Wear),Minimal Wear,False,6,3,0.08865407109260559,43
15036,★ Kukri Knife | Slaughter (Field-Tested),Field-Tested,False,6,3,0.16812081634998322,59
30426,★ Flip Knife | Doppler (Factory New),Factory New,False,6,3,0.03568242862820625,420
5829,★ Kukri Knife | Urban Masked (Field-Tested),Field-Tested,False,6,3,0.27514535188674927,143
8729,★ Falchion Knife | Stained (Field-Tested),Field-Tested,False,6,3,0.2419651448726654,43
50885,★ Butterfly Knife | Bright Water (Well-Worn),Well-Worn,False,6,3,0.39879679679870605,579
8983,★ Huntsman Knife | Damascus Steel (Field-Tested),Field-Tested,False,6,3,0.21984481811523438,411
98853,★ Karambit | Crimson Web (Minimal Wear),Minimal Wear,False,6,3,0.14409814774990082,12
79664,★ Skeleton Knife | Doppler (Factory New),Factory New,False,6,3,0.022125160321593285,421
7128,★ Falchion Knife | Bright Water (Field-Tested),Field-Tested,False,6,3,0.15348313748836517,579
35740,★ Gut Knife | Doppler (Factory New),Factory New,False,6,3,0.014784297905862331,416
51308,★ Stiletto Knife | Doppler (Factory New),Factory New,False,6,3,0.02250414714217186,421
25493,★ Bayonet,Factory New,False,6,3,0.060898926109075546,0
83421,★ Butterfly Knife | Ultraviolet (Minimal Wear),Minimal Wear,False,6,3,0.13775166869163513,98
5298,★ Paracord Knife | Rust Coat (Battle-Scarred),Battle-Scarred,False,6,3,0.5903377532958984,414
57299,★ Bayonet | Doppler (Factory New),Factory New,False,6,3,0.02006976492702961,419
6169,★ StatTrak™ Kukri Knife | Scorched (Field-Tested),Field-Tested,True,6,3,0.3532660901546478,175
24880,★ Kukri Knife | Fade (Factory New),Factory New,False,6,3,0.024961700662970543,38
9093,★ Navaja Knife | Marble Fade (Factory New),Factory New,False,6,3,0.029990067705512047,413
22026,★ StatTrak™ Bayonet | Stained (Field-Tested),Field-Tested,True,6,3,0.35027673840522766,43
228097,★ Butterfly Knife | Gamma Doppler (Factory New),Factory New,False,6,3,0.009883581660687923,572
290156,★ Butterfly Knife | Fade (Factory New),Factory New,False,6,3,0.019590962678194046,38
166948,★ Butterfly Knife | Slaughter (Factory New),Factory New,False,6,3,0.0332036055624485,59
17096,★ Stiletto Knife | Damascus Steel (Field-Tested),Field-Tested,False,6,3,0.20567253232002258,857
13859,★ Nomad Knife | Damascus Steel (Field-Tested),Field-Tested,False,6,3,0.15997129678726196,410
21625,★ Falchion Knife | Slaughter (Minimal Wear),Minimal Wear,False,6,3,0.1160544902086258,59
42722,★ Butterfly Knife | Forest DDPAT (Well-Worn),Well-Worn,False,6,3,0.38409361243247986,5
29952,★ Classic Knife | Fade (Factory New),Factory New,False,6,3,0.01810287870466709,38
39407,★ Skeleton Knife | Slaughter (Minimal Wear),Minimal Wear,False,6,3,0.12891629338264465,59
92658,★ Butterfly Knife | Autotronic (Field-Tested),Field-Tested,False,6,3,0.2413172572851181,1115
47819,★ Talon Knife | Tiger Tooth (Factory New),Factory New,False,6,3,0.009909369982779026,409
83941,★ StatTrak™ Karambit | Autotronic (Well-Worn),Well-Worn,True,6,3,0.3839826285839081,576
89284,★ Butterfly Knife | Blue Steel (Minimal Wear),Minimal Wear,False,6,3,0.11201252043247223,42
15850,★ Flip Knife | Ultraviolet (Minimal Wear),Minimal Wear,False,6,3,0.13269570469856262,98
5220,★ Paracord Knife | Safari Mesh (Battle-Scarred),Battle-Scarred,False,6,3,0.7891335487365723,72
13452,★ Classic Knife | Case Hardened (Battle-Scarred),Battle-Scarred,False,6,3,0.5362157821655273,44
15875,★ Falchion Knife | Case Hardened (Well-Worn),Well-Worn,False,6,3,0.41632890701293945,44
21242,★ Stiletto Knife | Blue Steel (Minimal Wear),Minimal Wear,False,6,3,0.1372428834438324,42
24188,★ Skeleton Knife | Damascus Steel (Factory New),Factory New,False,6,3,0.059525229036808014,410
11654,★ Bayonet | Safari Mesh (Field-Tested),Field-Tested,False,6,3,0.18690821528434753,72
6875,★ Shadow Daggers | Freehand (Factory New),Factory New,False,6,3,0.03998732566833496,581
9779,★ Kukri Knife | Blue Steel (Battle-Scarred),Battle-Scarred,False,6,3,0.9819087982177734,42
13485,★ Huntsman Knife,Field-Tested,False,6,3,0.3102806508541107,0
46187,★ M9 Bayonet | Case Hardened (Field-Tested),Field-Tested,False,6,3,0.24908944964408875,44
26096,★ StatTrak™ Talon Knife | Rust Coat (Battle-Scarred),Battle-Scarred,True,6,3,0.5184450149536133,414
11323,★ Falchion Knife | Damascus Steel (Factory New),Factory New,False,6,3,0.04807242006063461,411
18537,★ Paracord Knife | Fade (Factory New),Factory New,False,6,3,0.025052575394511223,38
28271,★ Bowie Knife | Doppler (Factory New),Factory New,False,6,3,0.039251089096069336,418
55977,★ Butterfly Knife | Bright Water (Minimal Wear),Minimal Wear,False,6,3,0.10296604782342911,579
12920,★ Flip Knife | Damascus Steel (Well-Worn),Well-Worn,False,6,3,0.4138469398021698,410
39654,★ Skeleton Knife | Slaughter (Minimal Wear),Minimal Wear,False,6,3,0.10175039619207382,59
54264,★ Karambit | Damascus Steel (Well-Worn),Well-Worn,False,6,3,0.4446547031402588,410
75761,★ Butterfly Knife | Crimson Web (Field-Tested),Field-Tested,False,6,3,0.19392162561416626,12
47177,★ Butterfly Knife | Forest DDPAT (Minimal Wear),Minimal Wear,False,6,3,0.1318942755460739,5
43865,★ Butterfly Knife | Urban Masked (Battle-Scarred),Battle-Scarred,False,6,3,0.7121806144714355,143
21450,★ Bowie Knife | Gamma Doppler (Factory New),Factory New,False,6,3,0.046290431171655655,572
13997,★ Gut Knife | Doppler (Factory New),Factory New,False,6,3,0.008230947889387608,421
15682,★ Gut Knife | Doppler (Factory New),Factory New,False,6,3,0.0065329656936228275,419
36259,★ Bayonet | Crimson Web (Minimal Wear),Minimal Wear,False,6,3,0.08807212114334106,12
54597,★ Karambit | Bright Water (Factory New),Factory New,False,6,3,0.0529773123562336,578
35668,★ Talon Knife | Blue Steel (Battle-Scarred),Battle-Scarred,False,6,3,0.8299700021743774,42
23080,★ StatTrak™ Flip Knife | Tiger Tooth (Factory New),Factory New,True,6,3,0.067039355635643,409
6463,★ Paracord Knife | Stained (Battle-Scarred),Battle-Scarred,False,6,3,0.7358920574188232,43
44657,★ Stiletto Knife | Doppler (Factory New),Factory New,False,6,3,0.019058335572481155,420
88220,★ Karambit | Slaughter (Minimal Wear),Minimal Wear,False,6,3,0.10648075491189957,59
10155,★ Huntsman Knife | Autotronic (Field-Tested),Field-Tested,False,6,3,0.31907936930656433,1117
22026,★ Survival Knife | Doppler (Factory New),Factory New,False,6,3,0.020589835941791534,421
